"Facility Name","Facility ID","State","Measure Name","Number of Discharges","Footnote","Excess Readmission Ratio","Predicted Readmission Rate","Expected Readmission Rate","Number of Readmissions","Start Date","End Date"
BIBB MEDICAL CENTER,010058,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-PN-HRRP,N/A,,1.0061,16.4814,16.3816,Too Few to Report,07/01/2021,06/30/2024
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-PN-HRRP,124,,0.9641,14.0105,14.5315,15,07/01/2021,06/30/2024
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-HF-HRRP,N/A,,0.9478,16.5381,17.4489,Too Few to Report,07/01/2021,06/30/2024
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-COPD-HRRP,N/A,,1.0124,16.5500,16.3472,Too Few to Report,07/01/2021,06/30/2024
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
RUSSELL MEDICAL CENTER,010065,AL,READM-30-PN-HRRP,N/A,,0.9283,13.1245,14.1384,Too Few to Report,07/01/2021,06/30/2024
RUSSELL MEDICAL CENTER,010065,AL,READM-30-AMI-HRRP,N/A,,1.0124,13.5084,13.3432,Too Few to Report,07/01/2021,06/30/2024
RUSSELL MEDICAL CENTER,010065,AL,READM-30-COPD-HRRP,N/A,,1.0214,15.0901,14.7739,Too Few to Report,07/01/2021,06/30/2024
RUSSELL MEDICAL CENTER,010065,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
RUSSELL MEDICAL CENTER,010065,AL,READM-30-HF-HRRP,71,,0.9711,18.4406,18.9892,11,07/01/2021,06/30/2024
RUSSELL MEDICAL CENTER,010065,AL,READM-30-HIP-KNEE-HRRP,N/A,,0.8224,5.0426,6.1318,Too Few to Report,07/01/2021,06/30/2024
CLAY COUNTY HOSPITAL,010073,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
CLAY COUNTY HOSPITAL,010073,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
CLAY COUNTY HOSPITAL,010073,AL,READM-30-PN-HRRP,N/A,,0.9776,12.6753,12.9662,Too Few to Report,07/01/2021,06/30/2024
CLAY COUNTY HOSPITAL,010073,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
CLAY COUNTY HOSPITAL,010073,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
CLAY COUNTY HOSPITAL,010073,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-PN-HRRP,286,,0.9763,15.9471,16.3335,44,07/01/2021,06/30/2024
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-HF-HRRP,309,,0.9929,20.5581,20.7047,63,07/01/2021,06/30/2024
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-COPD-HRRP,225,,0.9637,18.1024,18.7838,38,07/01/2021,06/30/2024
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-HIP-KNEE-HRRP,195,,1.3369,6.4864,4.8517,16,07/01/2021,06/30/2024
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-AMI-HRRP,189,,1.1594,16.5160,14.2458,39,07/01/2021,06/30/2024
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-HF-HRRP,132,,0.9706,18.2694,18.8220,22,07/01/2021,06/30/2024
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-PN-HRRP,176,,1.0846,15.1780,13.9945,32,07/01/2021,06/30/2024
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-HIP-KNEE-HRRP,N/A,,1.0577,5.2252,4.9402,Too Few to Report,07/01/2021,06/30/2024
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-COPD-HRRP,104,,1.0154,17.2155,16.9544,19,07/01/2021,06/30/2024
BALDWIN HEALTH,010083,AL,READM-30-HF-HRRP,270,,1.0208,19.4535,19.0580,54,07/01/2021,06/30/2024
BALDWIN HEALTH,010083,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BALDWIN HEALTH,010083,AL,READM-30-HIP-KNEE-HRRP,N/A,,1.2704,6.1890,4.8716,Too Few to Report,07/01/2021,06/30/2024
BALDWIN HEALTH,010083,AL,READM-30-COPD-HRRP,107,,0.9522,15.4148,16.1882,13,07/01/2021,06/30/2024
BALDWIN HEALTH,010083,AL,READM-30-PN-HRRP,257,,1.0109,14.8978,14.7365,39,07/01/2021,06/30/2024
BALDWIN HEALTH,010083,AL,READM-30-AMI-HRRP,108,,0.9740,11.3856,11.6899,11,07/01/2021,06/30/2024
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,010085,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,010085,AL,READM-30-HIP-KNEE-HRRP,N/A,,0.9781,6.3900,6.5333,Too Few to Report,07/01/2021,06/30/2024
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,010085,AL,READM-30-HF-HRRP,351,,0.9357,18.1688,19.4183,59,07/01/2021,06/30/2024
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,010085,AL,READM-30-PN-HRRP,447,,0.9537,14.5714,15.2795,62,07/01/2021,06/30/2024
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,010085,AL,READM-30-COPD-HRRP,118,,0.9852,15.3062,15.5361,17,07/01/2021,06/30/2024
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,010085,AL,READM-30-AMI-HRRP,N/A,,0.9739,14.9565,15.3571,Too Few to Report,07/01/2021,06/30/2024
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-PN-HRRP,N/A,,0.9155,13.6151,14.8717,Too Few to Report,07/01/2021,06/30/2024
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-HF-HRRP,N/A,,1.0125,19.7087,19.4654,Too Few to Report,07/01/2021,06/30/2024
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-COPD-HRRP,N/A,,0.9161,17.9576,19.6032,Too Few to Report,07/01/2021,06/30/2024
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
USA HEALTH UNIVERSITY HOSPITAL,010087,AL,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
USA HEALTH UNIVERSITY HOSPITAL,010087,AL,READM-30-HF-HRRP,55,29,1.0179,19.5004,19.1582,12,07/01/2021,06/30/2024
USA HEALTH UNIVERSITY HOSPITAL,010087,AL,READM-30-AMI-HRRP,N/A,29,0.9866,13.6703,13.8566,Too Few to Report,07/01/2021,06/30/2024
USA HEALTH UNIVERSITY HOSPITAL,010087,AL,READM-30-PN-HRRP,N/A,29,0.9704,16.1261,16.6179,Too Few to Report,07/01/2021,06/30/2024
USA HEALTH UNIVERSITY HOSPITAL,010087,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
USA HEALTH UNIVERSITY HOSPITAL,010087,AL,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-COPD-HRRP,92,,1.0294,17.2788,16.7853,18,07/01/2021,06/30/2024
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-PN-HRRP,161,,0.9647,15.1438,15.6985,22,07/01/2021,06/30/2024
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-HF-HRRP,150,,1.0200,19.0566,18.6834,30,07/01/2021,06/30/2024
"USA HEALTH HCA PROVIDENCE HOSPITAL, LLC",010090,AL,READM-30-CABG-HRRP,N/A,29,1.0202,10.4751,10.2678,Too Few to Report,07/01/2021,06/30/2024
"USA HEALTH HCA PROVIDENCE HOSPITAL, LLC",010090,AL,READM-30-AMI-HRRP,104,29,1.1374,13.9720,12.2844,21,07/01/2021,06/30/2024
"USA HEALTH HCA PROVIDENCE HOSPITAL, LLC",010090,AL,READM-30-COPD-HRRP,N/A,29,0.9477,15.5823,16.4415,Too Few to Report,07/01/2021,06/30/2024
"USA HEALTH HCA PROVIDENCE HOSPITAL, LLC",010090,AL,READM-30-HIP-KNEE-HRRP,N/A,29,0.8727,4.4864,5.1409,Too Few to Report,07/01/2021,06/30/2024
"USA HEALTH HCA PROVIDENCE HOSPITAL, LLC",010090,AL,READM-30-PN-HRRP,221,29,1.1208,16.4961,14.7188,44,07/01/2021,06/30/2024
"USA HEALTH HCA PROVIDENCE HOSPITAL, LLC",010090,AL,READM-30-HF-HRRP,290,29,0.9943,18.7619,18.8690,54,07/01/2021,06/30/2024
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
DCH REGIONAL MEDICAL CENTER,010092,AL,READM-30-PN-HRRP,584,,1.0660,16.3941,15.3797,100,07/01/2021,06/30/2024
DCH REGIONAL MEDICAL CENTER,010092,AL,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
DCH REGIONAL MEDICAL CENTER,010092,AL,READM-30-HF-HRRP,604,,1.0331,19.3150,18.6969,119,07/01/2021,06/30/2024
DCH REGIONAL MEDICAL CENTER,010092,AL,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
DCH REGIONAL MEDICAL CENTER,010092,AL,READM-30-COPD-HRRP,270,,1.1728,21.7994,18.5871,71,07/01/2021,06/30/2024
DCH REGIONAL MEDICAL CENTER,010092,AL,READM-30-AMI-HRRP,143,,1.0500,12.9555,12.3382,21,07/01/2021,06/30/2024
HALE COUNTY HOSPITAL,010095,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
HALE COUNTY HOSPITAL,010095,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
HALE COUNTY HOSPITAL,010095,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
HALE COUNTY HOSPITAL,010095,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
HALE COUNTY HOSPITAL,010095,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
HALE COUNTY HOSPITAL,010095,AL,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-PN-HRRP,N/A,,1.0135,14.2264,14.0373,Too Few to Report,07/01/2021,06/30/2024
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-PN-HRRP,N/A,,0.9760,12.8734,13.1904,Too Few to Report,07/01/2021,06/30/2024
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-HF-HRRP,N/A,,1.0201,18.9299,18.5561,Too Few to Report,07/01/2021,06/30/2024
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
THOMAS HOSPITAL,010100,AL,READM-30-HIP-KNEE-HRRP,N/A,,0.8285,4.5170,5.4521,Too Few to Report,07/01/2021,06/30/2024
THOMAS HOSPITAL,010100,AL,READM-30-PN-HRRP,365,,1.0710,15.4713,14.4454,61,07/01/2021,06/30/2024
THOMAS HOSPITAL,010100,AL,READM-30-HF-HRRP,342,,1.0637,20.3273,19.1099,74,07/01/2021,06/30/2024
THOMAS HOSPITAL,010100,AL,READM-30-AMI-HRRP,134,,0.9601,11.1955,11.6605,13,07/01/2021,06/30/2024
THOMAS HOSPITAL,010100,AL,READM-30-CABG-HRRP,191,,1.0243,11.1910,10.9258,22,07/01/2021,06/30/2024
THOMAS HOSPITAL,010100,AL,READM-30-COPD-HRRP,86,,1.0706,19.6305,18.3367,22,07/01/2021,06/30/2024
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-PN-HRRP,50,,1.1161,18.9243,16.9559,17,07/01/2021,06/30/2024
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-HF-HRRP,N/A,,0.9837,19.9839,20.3144,Too Few to Report,07/01/2021,06/30/2024
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-HIP-KNEE-HRRP,N/A,,0.9279,5.5057,5.9334,Too Few to Report,07/01/2021,06/30/2024
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-PN-HRRP,106,,0.9713,16.9758,17.4766,16,07/01/2021,06/30/2024
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-HF-HRRP,232,,0.8933,17.7009,19.8152,33,07/01/2021,06/30/2024
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-COPD-HRRP,N/A,,0.9661,17.8746,18.5022,Too Few to Report,07/01/2021,06/30/2024
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-CABG-HRRP,N/A,,1.0571,10.7371,10.1573,Too Few to Report,07/01/2021,06/30/2024
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-AMI-HRRP,129,,1.0841,15.3506,14.1595,24,07/01/2021,06/30/2024
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-PN-HRRP,422,,0.9192,14.3502,15.6124,55,07/01/2021,06/30/2024
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-HIP-KNEE-HRRP,305,,0.9630,4.4023,4.5716,13,07/01/2021,06/30/2024
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-COPD-HRRP,143,,0.9375,16.5332,17.6345,19,07/01/2021,06/30/2024
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-HF-HRRP,621,,1.0113,20.3192,20.0927,127,07/01/2021,06/30/2024
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-CABG-HRRP,121,,1.1539,12.6147,10.9322,19,07/01/2021,06/30/2024
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-AMI-HRRP,190,,1.1078,15.1086,13.6381,34,07/01/2021,06/30/2024
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-HF-HRRP,140,,1.0447,19.8870,19.0366,31,07/01/2021,06/30/2024
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-COPD-HRRP,99,,0.9761,17.9704,18.4109,16,07/01/2021,06/30/2024
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-PN-HRRP,165,,0.9958,15.3223,15.3876,25,07/01/2021,06/30/2024
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-PN-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
WHITFIELD REGIONAL HOSPITAL,010112,AL,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
WHITFIELD REGIONAL HOSPITAL,010112,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
WHITFIELD REGIONAL HOSPITAL,010112,AL,READM-30-PN-HRRP,N/A,,0.9399,16.5116,17.5669,Too Few to Report,07/01/2021,06/30/2024
WHITFIELD REGIONAL HOSPITAL,010112,AL,READM-30-HF-HRRP,51,,1.0366,20.3663,19.6465,13,07/01/2021,06/30/2024
WHITFIELD REGIONAL HOSPITAL,010112,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
WHITFIELD REGIONAL HOSPITAL,010112,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
MOBILE INFIRMARY MEDICAL CENTER,010113,AL,READM-30-HIP-KNEE-HRRP,N/A,,0.9374,4.4668,4.7650,Too Few to Report,07/01/2021,06/30/2024
MOBILE INFIRMARY MEDICAL CENTER,010113,AL,READM-30-CABG-HRRP,N/A,,0.9920,10.5179,10.6024,Too Few to Report,07/01/2021,06/30/2024
MOBILE INFIRMARY MEDICAL CENTER,010113,AL,READM-30-PN-HRRP,394,,0.9421,14.9712,15.8921,55,07/01/2021,06/30/2024
MOBILE INFIRMARY MEDICAL CENTER,010113,AL,READM-30-HF-HRRP,384,,1.0838,21.8907,20.1980,90,07/01/2021,06/30/2024
MOBILE INFIRMARY MEDICAL CENTER,010113,AL,READM-30-COPD-HRRP,152,,1.0960,21.1142,19.2645,39,07/01/2021,06/30/2024
MOBILE INFIRMARY MEDICAL CENTER,010113,AL,READM-30-AMI-HRRP,126,,1.0280,13.9653,13.5850,19,07/01/2021,06/30/2024
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",010114,AL,READM-30-PN-HRRP,170,,0.9735,15.1678,15.5807,24,07/01/2021,06/30/2024
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",010114,AL,READM-30-HF-HRRP,91,,0.9920,20.4295,20.5938,18,07/01/2021,06/30/2024
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",010114,AL,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",010114,AL,READM-30-COPD-HRRP,N/A,,0.9245,17.6248,19.0636,Too Few to Report,07/01/2021,06/30/2024
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",010114,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",010114,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,010118,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,010118,AL,READM-30-COPD-HRRP,N/A,,1.0050,15.6829,15.6043,Too Few to Report,07/01/2021,06/30/2024
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,010118,AL,READM-30-PN-HRRP,95,,1.0838,17.4446,16.0952,22,07/01/2021,06/30/2024
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,010118,AL,READM-30-HF-HRRP,N/A,,0.9285,17.3805,18.7193,Too Few to Report,07/01/2021,06/30/2024
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,010118,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,010118,AL,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
MONROE COUNTY HOSPITAL,010120,AL,READM-30-HF-HRRP,N/A,,1.0209,16.3442,16.0103,Too Few to Report,07/01/2021,06/30/2024
MONROE COUNTY HOSPITAL,010120,AL,READM-30-PN-HRRP,N/A,,1.0336,12.5379,12.1304,Too Few to Report,07/01/2021,06/30/2024
MONROE COUNTY HOSPITAL,010120,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
MONROE COUNTY HOSPITAL,010120,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
MONROE COUNTY HOSPITAL,010120,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
MONROE COUNTY HOSPITAL,010120,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
LAKELAND COMMUNITY HOSPITAL,010125,AL,READM-30-PN-HRRP,198,,0.9675,12.1706,12.5795,22,07/01/2021,06/30/2024
